Beginning CellID,Mother_CellID,Child1_CellID,Child2_CellID,Life of mother in t,the name of the Beginning cell,fate 1 of the Beginning cell,fate 2 of the Beginning cell,fate 3 of the Begining cell
2,10002,20002,20003,2,a6.0005_,Anterior Ventral Neural Plate,0,Anterior Ventral Neural Plate
3,10003,20004,20005,2,a6.0007_,0,0,0
4,120006,130006,130007,13,a7.0008_,0,0,0
5,150008,160008,160009,16,a7.0004_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
6,150009,160010,160011,16,a7.0007_,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
7,220012,230012,230013,23,a7.0006_,Trunk Lateral Cell,Mesoderm Trunk Lateral Cell,Trunk Lateral Cell
8,460021,470020,470021,47,a7.0002_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
9,240015,250016,250017,25,b7.0010_,0,0,0
10,10010,20012,20013,2,a6.0006_,Head Epidermis,0,Head Epidermis
11,220017,230018,230019,23,b7.0009_,0,0,0
12,230020,240020,240021,24,a7.0010*,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
13,130017,140017,140018,14,a7.0004*,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
14,450127,460132,460133,46,a7.0005_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
15,150078,160082,160083,16,a7.0003_,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
16,130020,140021,140022,14,b7.0003_,0,0,0
17,230026,240026,240027,24,b7.0012_,0,0,Tail Epidermis
18,130022,140024,140025,14,b7.0004_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
19,510049,520052,520053,52,a7.0001_,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
20,400039,410039,410040,41,a7.0002*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
21,240032,250033,250034,25,b7.0011_,0,0,Tail Epidermis
22,30026,40026,40027,4,a6.0008_,Head Epidermis,0,Head Epidermis
24,10025,20029,20030,2,a6.0006*,Head Epidermis,0,Head Epidermis
25,240037,250040,250041,25,a7.0009*,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
26,150033,160035,160036,16,a7.0003*,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
27,460062,470064,470065,47,b7.0001_,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
28,450061,460063,460064,46,a7.0001*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
30,140039,150038,150039,15,a7.0007*,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
31,490073,0,0,50,b7.0007_,Mesenchyme,Mesoderm Mesenchyme,Mesenchyme
32,110037,120037,120038,12,a7.0008*,0,0,0
33,10033,20039,20040,2,b6.0008_,0,0,0
34,200048,210049,210050,21,b7.0008_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
35,430069,440069,440070,44,a7.0005*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
37,380068,390068,390069,39,b7.0002_,0,Posterior Endoderm,0
38,10039,20046,20047,2,b6.0007_,0,0,0
39,380114,390116,390117,39,b7.0001*,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
40,240058,250063,250064,25,a7.0013*,Anterior Dorsal Neural Plate,Lateral Neural Plate,Anterior Dorsal Neural Plate
41,41,10043,10044,1,a6.0008*,Head Epidermis,0,Head Epidermis
42,450090,460093,460094,46,b7.0005_,Trunk Ventral Cell,Mesoderm Trunk ventral Cell,Trunk Ventral Cell
44,210060,220061,220062,22,a7.0006*,Trunk Lateral Cell,Mesoderm Trunk Lateral Cell,Trunk Lateral Cell
45,210061,220063,220064,22,b7.0010*,0,0,0
46,330082,340082,340083,34,b7.0002*,0,Posterior Endoderm,0
47,240068,250074,250075,25,a7.0014*,Head Epidermis,Trunk Epidermis,Head Epidermis
48,130057,140058,140059,14,b7.0003*,0,0,0
49,240071,250079,250080,25,b7.0016*,0,0,0
50,200065,210067,210068,21,b7.0009*,0,0,0
51,890260,0,0,90,b7.0006_,Germ Line,germ line,Germ Line
52,130062,140064,140065,14,b7.0004*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
53,490128,0,0,50,b7.0007*,Mesenchyme,Mesoderm Mesenchyme,Mesenchyme
54,210073,220076,220077,22,b7.0014*,0,0,Tail Epidermis
55,240081,250089,250090,25,b7.0012*,0,0,Tail Epidermis
56,230080,240083,240084,24,b7.0015*,Lateral Tail Epidermis,0,Tail Epidermis
58,890292,0,0,90,b7.0006*,Germ Line,germ line,Germ Line
59,500152,510158,510159,51,b7.0005*,Trunk Ventral Cell,Mesoderm Trunk ventral Cell,Trunk Ventral Cell
60,220082,230083,230084,23,b7.0008*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
61,220083,230085,230086,23,b7.0011*,0,0,Tail Epidermis
62,220084,230087,230088,23,b7.0013*,0,0,Tail Epidermis
10043,250065,260070,260071,25,a7.0016*,Head Epidermis,Trunk Epidermis,Head Epidermis
10044,240060,250066,250067,24,a7.0015*,Head Epidermis,Trunk Epidermis,Head Epidermis
20002,250002,260002,260003,24,a7.0009_,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
20003,250003,260004,260005,24,a7.0010_,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
20004,250004,260006,260007,24,a7.0013_,Anterior Dorsal Neural Plate,Lateral Neural Plate,Anterior Dorsal Neural Plate
20005,260008,270008,270009,25,a7.0014_,Head Epidermis,Trunk Epidermis,Head Epidermis
20012,250018,260020,260021,24,a7.0011_,Head Epidermis,Trunk Epidermis,Head Epidermis
20013,260022,270024,270025,25,a7.0012_,Head Epidermis,Trunk Epidermis,Head Epidermis
20029,240035,250037,250038,23,a7.0011*,Head Epidermis,Trunk Epidermis,Head Epidermis
20030,260042,270045,270046,25,a7.0012*,Head Epidermis,Trunk Epidermis,Head Epidermis
20039,250053,260056,260057,24,b7.0015_,Lateral Tail Epidermis,0,Tail Epidermis
20040,250055,260059,260060,24,b7.0016_,0,0,0
20046,240056,250060,250061,23,b7.0013_,0,0,Tail Epidermis
20047,260067,270071,270072,25,b7.0014_,0,0,Tail Epidermis
40026,280041,290041,290042,25,a7.0015_,Head Epidermis,Trunk Epidermis,Head Epidermis
40027,280042,290043,290044,25,a7.0016_,Head Epidermis,Trunk Epidermis,Head Epidermis
120037,440060,450066,450067,33,a8.0015*,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
120038,410061,420061,420062,30,a8.0016*,0,0,0
130006,450010,460138,460139,33,a8.0015_,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
130007,440011,450011,450012,32,a8.0016_,0,0,0
140017,460032,470032,470033,33,a8.0007*,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
140018,440030,450032,450033,31,a8.0008*,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
140021,580192,590192,590193,45,b8.0006_,"2nd Lineage, Notochord",Mesoderm 2 Notochord,"2nd Lineage, Notochord"
140022,440031,450034,450035,31,b8.0005_,Mesenchyme,Mesoderm Mesenchyme,Mesenchyme
140024,370034,380034,380035,24,b8.0008_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
140025,360035,370035,370036,23,b8.0007_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
140058,610148,620154,620155,48,b8.0006*,"2nd Lineage, Notochord",Mesoderm 2 Notochord,"2nd Lineage, Notochord"
140059,480110,490115,490116,35,b8.0005*,Mesenchyme,Mesoderm Mesenchyme,Mesenchyme
140064,360093,370094,370095,23,b8.0008*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
140065,360094,370096,370097,23,b8.0007*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
150038,600088,610092,610093,46,a8.0013*,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
150039,630101,640103,640104,49,a8.0014*,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
160008,440012,450013,450014,29,a8.0007_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
160009,450015,460015,460016,30,a8.0008_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
160010,690024,700023,700024,54,a8.0013_,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
160011,650025,660025,660026,50,a8.0014_,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
160035,600082,610085,610086,45,a8.0005*,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
160036,630093,640095,640096,48,a8.0006*,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
160082,680215,690214,690215,53,a8.0005_,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
160083,660212,670211,670212,51,a8.0006_,"1st Lineage, Notochord",Mesoderm 1 Notochord,"1st Lineage, Notochord"
210049,860157,870162,870163,66,b8.0015_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
210050,890178,0,0,69,b8.0016_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
210067,610155,620162,620163,41,b8.0017*,0,0,0
210068,490122,500130,500131,29,b8.0018*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
220061,490106,500111,500112,28,a8.0012*,Trunk Lateral Cell,Mesoderm Trunk Lateral Cell,Trunk Lateral Cell
220062,630146,640148,640149,42,a8.0011*,Trunk Lateral Cell,Mesoderm Trunk Lateral Cell,Trunk Lateral Cell
220063,650151,660154,660155,44,b8.0019*,Posterior Dorsal Neural Plate,Anterior + Dorsal Neural Plate,Posterior Dorsal Neural Plate
220064,540130,550131,550132,33,b8.0020*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
220076,470119,480123,480124,26,b8.0028*,0,0,Tail Epidermis
220077,460116,470120,470121,25,b8.0027*,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
230012,530020,540020,540021,31,a8.0012_,Trunk Lateral Cell,Mesoderm Trunk Lateral Cell,Trunk Lateral Cell
230013,580023,590023,590024,36,a8.0011_,Trunk Lateral Cell,Mesoderm Trunk Lateral Cell,Trunk Lateral Cell
230018,670044,680046,680047,45,b8.0017_,0,0,0
230019,560037,570038,570039,34,b8.0018_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
230083,890295,0,0,67,b8.0015*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
230084,890296,0,0,67,b8.0016*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
230085,460125,470130,470131,24,b8.0021*,0,0,Tail Epidermis
230086,460126,470132,470133,24,b8.0022*,0,0,Tail Epidermis
230087,460127,470134,470135,24,b8.0025*,0,0,Tail Epidermis
230088,450124,460128,460129,23,b8.0026*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
240020,610041,620044,620045,38,a8.0019*,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
240021,600041,610042,610043,37,a8.0020*,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
240026,460037,470038,470039,23,b8.0023_,Medio-Lateral Tail Epidermis,0,Tail Epidermis
240027,470040,480040,480041,24,b8.0024_,0,Mediolateral Tail Epidermis,Tail Epidermis
240083,470124,480130,480131,24,b8.0030*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
240084,470125,480132,480133,24,b8.0029*,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
250016,670033,0,0,43,b8.0019_,Posterior Dorsal Neural Plate,Anterior + Dorsal Neural Plate,Posterior Dorsal Neural Plate
250017,550026,560026,560027,31,b8.0020_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
250033,470050,480050,480051,23,b8.0021_,0,0,Tail Epidermis
250034,470051,480052,480053,23,b8.0022_,0,0,Tail Epidermis
250037,480058,490057,490058,24,a8.0022*,Head Epidermis,Trunk Epidermis,Head Epidermis
250038,480059,490059,490060,24,a8.0021*,Head Epidermis,Trunk Epidermis,Head Epidermis
250040,600080,610082,610083,36,a8.0017*,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
250041,610084,620088,620089,37,a8.0018*,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
250060,470086,480088,480089,23,b8.0025_,0,0,Tail Epidermis
250061,480090,490093,490094,24,b8.0026_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
250063,650134,660135,660136,41,a8.0025*,Anterior Dorsal Neural Plate,Lateral Neural Plate,Anterior Dorsal Neural Plate
250064,600119,610124,610125,36,a8.0026*,Anterior Dorsal Neural Plate,Lateral Neural Plate,Anterior Dorsal Neural Plate
250066,490102,500105,500106,25,a8.0029*,Head Epidermis,Trunk Epidermis,Head Epidermis
250067,490103,500107,500108,25,a8.0030*,Head Epidermis,Trunk Epidermis,Head Epidermis
250074,490112,500118,500119,25,a8.0027*,Head Epidermis,Trunk Epidermis,Head Epidermis
250075,490113,500120,500121,25,a8.0028*,Head Epidermis,Trunk Epidermis,Head Epidermis
250079,480111,490117,490118,24,b8.0032*,0,0,0
250080,470109,480112,480113,23,b8.0031*,0,0,0
250089,470122,480127,480128,23,b8.0023*,Medio-Lateral Tail Epidermis,0,Tail Epidermis
250090,480129,490136,490137,24,b8.0024*,0,Mediolateral Tail Epidermis,Tail Epidermis
260002,610002,620002,620003,36,a8.0017_,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
260003,600003,610003,610004,35,a8.0018_,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
260004,610005,620006,620007,36,a8.0019_,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
260005,610006,620008,620009,36,a8.0020_,Anterior Ventral Neural Plate,Anterior + Dorsal Neural Plate,Anterior Ventral Neural Plate
260006,670010,680010,680011,42,a8.0025_,Anterior Dorsal Neural Plate,Lateral Neural Plate,Anterior Dorsal Neural Plate
260007,620011,630011,630012,37,a8.0026_,Anterior Dorsal Neural Plate,Lateral Neural Plate,Anterior Dorsal Neural Plate
260020,490024,500024,500025,24,a8.0022_,Head Epidermis,Trunk Epidermis,Head Epidermis
260021,500026,510026,510027,25,a8.0021_,Head Epidermis,Trunk Epidermis,Head Epidermis
260056,490079,500080,500081,24,b8.0030_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
260057,480079,490080,490081,23,b8.0029_,Lateral Tail Epidermis,Lateral Tail Epidermis,Tail Epidermis
260059,490082,500084,500085,24,b8.0032_,0,0,0
260060,480081,490083,490084,23,b8.0031_,0,0,0
260070,500103,510107,510108,25,a8.0031*,Head Epidermis,Trunk Epidermis,Head Epidermis
260071,500104,510109,510110,25,a8.0032*,Head Epidermis,Trunk Epidermis,Head Epidermis
270008,510008,520008,520009,25,a8.0027_,Head Epidermis,Trunk Epidermis,Head Epidermis
270009,510009,520010,520011,25,a8.0028_,Head Epidermis,Trunk Epidermis,Head Epidermis
270024,500027,510028,510029,24,a8.0023_,Head Epidermis,Trunk Epidermis,Head Epidermis
270025,510030,520032,520033,25,a8.0024_,Head Epidermis,Trunk Epidermis,Head Epidermis
270045,510065,520069,520070,25,a8.0023*,Head Epidermis,Trunk Epidermis,Head Epidermis
270046,540075,550075,550076,28,a8.0024*,Head Epidermis,Trunk Epidermis,Head Epidermis
270071,500098,510101,510102,24,b8.0028_,0,0,Tail Epidermis
270072,480092,490096,490097,22,b8.0027_,Midline Tail Epidermis,Midline Tail Epidermis,Tail Epidermis
290041,530060,540061,540062,25,a8.0029_,Head Epidermis,Trunk Epidermis,Head Epidermis
290042,530061,540063,540064,25,a8.0030_,Head Epidermis,Trunk Epidermis,Head Epidermis
290043,530062,540065,540066,25,a8.0031_,Head Epidermis,Trunk Epidermis,Head Epidermis
290044,520064,530063,530064,24,a8.0032_,Head Epidermis,Trunk Epidermis,Head Epidermis
340082,790160,800170,800171,46,b8.0004*,1st Endodermal Lineage,Posterior Endoderm,1st Endodermal Lineage
340083,880224,890230,890231,55,b8.0003*,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
370035,890090,0,0,53,b9.0013_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
370036,890091,0,0,53,b9.0014_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
370094,890261,0,0,53,b9.0015*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
370095,890262,0,0,53,b9.0016*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
370096,890263,0,0,53,b9.0013*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
370097,890264,0,0,53,b9.0014*,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
380034,890088,0,0,52,b9.0015_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
380035,890089,0,0,52,b9.0016_,"1st Lineage, Tail Muscle",Mesoderm First Muscle,"1st Lineage, Tail Muscle"
390068,890181,0,0,51,b8.0004_,1st Endodermal Lineage,Posterior Endoderm,1st Endodermal Lineage
390069,890182,0,0,51,b8.0003_,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
390116,890313,0,0,51,b8.0002*,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
390117,890314,0,0,51,b8.0001*,Posterior Head Endoderm,Posterior Endoderm,Head Endoderm
410039,850086,860086,860087,45,a8.0003*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
410040,870092,880094,880095,47,a8.0004*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
420061,890158,0,0,48,a9.0032*,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
420062,890159,0,0,48,a9.0031*,"2nd Lineage, Tail Muscle",Mesoderm Second Muscle,"2nd Lineage, Tail Muscle"
440069,890179,0,0,46,a8.0010*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
440070,890180,0,0,46,a8.0009*,Anterior Head Endoderm,Anterior Endoderm,Head Endoderm
450011,890327,0,0,45,a9.0032_,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
450012,890022,0,0,45,a9.0031_,"2nd Lineage, Tail Muscle",Mesoderm Second Muscle,"2nd Lineage, Tail Muscle"
450013,760019,770019,770020,32,a9.0014_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
450014,820021,830021,830022,38,a9.0013_,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
450032,760056,770056,770057,32,a9.0016*,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
450033,860067,870070,870071,42,a9.0015*,Posterior Ventral Neural Plate,Posterior ventral Neural Plate,Posterior Ventral Neural Plate
450034,790060,800059,800060,35,b9.0010_,Mesenchyme,Mesoderm Mesenchyme,Mesenchyme
450035,790061,800061,800062,35,b9.0009_,Mesenchyme,Mesoderm Mesenchyme,Mesenchyme
450066,870141,880149,880150,43,a9.0030*,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
450067,800118,810122,810123,36,a9.0029*,Posterior Lateral Neural Plate,Lateral Neural Plate,Posterior Lateral Neural Plate
